name,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating
Bright edinburgh flat 25min walk to castle,Polwarth,Apartment,Entire home/apt,2,1,1,1,75,98
Grassmarket Jewel,Tollcross,Apartment,Entire home/apt,4,1,1,2,62,100
Double room in central Edinburgh,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,50,93
Spacious private double room near Holyrood Palace,Abbeyhill,Apartment,Private room,2,2,1,1,65,100
Your home for exploring Edinburgh!,Leith (Albert Street),Apartment,Entire home/apt,2,1,1,1,60,93
"Cosy, spacious  2 bedroom flat with free parking",Muirhouse,Guest suite,Entire home/apt,4,1,2,2,100,87
Quite room in a shared flat for short term,Gorgie East,Apartment,Private room,1,1,1,1,50,97
Stylish modern newly built apartment,"Blackford, West Mains and Mayfield Road",Apartment,Entire home/apt,5,2,2,3,99,100
Bright modern spacious home perfect for festival,Balgreen and Roseburn,House,Entire home/apt,4,2,2,2,155,NA
Charming Double Bedroom with Private Bathroom,Merchiston and Greenhill,Bed and breakfast,Private room,2,1,1,1,80,NA
"Rare 5BD Apt, Centre of Edinburgh, Private Garden",Deans Village,Apartment,Entire home/apt,10,3,5,5,250,75
Stylish Frederick Street Flat Heart Of The Centre,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,8,1.5,4,4,153,90
"Beautiful 2BR Sea View Apartment, Newhaven Harbour",North Leith and Newhaven,Apartment,Entire home/apt,5,1,2,3,130,100
Spacious 3 bed apartment,Gorgie West,Apartment,Entire home/apt,8,2,3,3,100,NA
New Town / Stockbridge  - spacious 2 bed flat,Canonmills and New Town North,Apartment,Entire home/apt,3,1,2,3,70,100
Great central location,South Leith,Apartment,Entire home/apt,2,1.5,1,0,80,NA
Cosy one bed apartment on Buccleuch Terrace,Meadows and Southside,Apartment,Entire home/apt,2,1,1,2,75,NA
"Very Big Double Bedroom in LEITH WALK, CITY CENTRE",Pilrig,Villa,Private room,2,1.5,1,1,46,96
Luxury & Spacious 3 Bed in the heart of Edinburgh,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,8,2,3,3,220,91
Edinburgh Festival - 3 bedroom flat (sleeps 5),Broomhouse and Bankhead,Apartment,Entire home/apt,4,1,3,1,125,NA
"Dbl Bedroom, single bed, desk & private bathroom.",Currie West,House,Private room,1,1,1,1,35,NA
Spacious Double Bedroom in LEITH WALK CITY CENTRE,Pilrig,Villa,Private room,2,1.5,1,1,43,80
Cozy Double Bedroom CITY CENTRE VILLA LEITH WALK,Pilrig,Villa,Private room,2,1.5,1,1,49,89
Edinburgh Festival - single room in shared flat,Broomhouse and Bankhead,Apartment,Private room,1,1,1,1,30,NA
Historical/lovely sleep room old town!,Stockbridge,Apartment,Private room,2,1,1,1,52,94
"En-suite bedroom, King Size Bed, Private Parking",Shandon,Apartment,Private room,2,1,1,1,31,98
Bright south edinburgh flat with stunning views,The Inch,Apartment,Entire home/apt,4,1,2,2,61,100
Attractive double room next to Arthur's seat!,Meadowbank and Abbeyhill North,Apartment,Private room,2,1,1,1,70,NA
Peaceful Luxury In Edinburgh City Centre,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,2,1,1,1,60,100
Beautiful 2BR apartment in Central Edinburgh,Broughton South,Apartment,Entire home/apt,4,1.5,2,3,1000,98
BRIGHT CENTRAL ROOM + PRIVATE KITCHEN city centre,Stockbridge,Apartment,Private room,2,1,1,1,60,NA
Cozy flat in amazing location!,Marchmont East and Sciennes,Apartment,Entire home/apt,4,1,1,2,105,95
"Central, modern, balcony flat with en-suite",Tollcross,Apartment,Private room,2,1,1,1,129,100
Spacious two bedroom home with garden!,"Inverleith, Goldenacre and Warriston",Apartment,Entire home/apt,4,2,2,2,94,NA
Bright and spacious double bedroom near seaside,Portobello,Apartment,Private room,2,1,1,1,28,NA
Central Blair Street Apartment,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,8,2,4,4,622,NA
2/7 Cowgatehead - 3 Bedroom Apartment,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,1,3,4,266,NA
★Cosy Grassmarket Apartment with Castle Views★,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,3,1,1,1,85,98
Double room available June/July & for the Festival,The Calders,Apartment,Private room,1,1,1,1,25,NA
Chic & Stylish Apt. near Leith Walk & City Centre,Bonnington,Apartment,Entire home/apt,2,1,1,1,70,100
One-Bed flat on The Shore with waterfront views,The Shore and Constitution Street,Apartment,Entire home/apt,2,1,1,1,65,80
Beautiful Double Room Leith Walk,Great Junction Street,Apartment,Private room,2,1,1,1,49,NA
Light Airy Detached Bungalow Edinburgh - Sleeps 8,Greenbank and The Braids,Bungalow,Entire home/apt,8,2,4,4,200,87
5 bedroom victorian villa - perfect for families,"Blackford, West Mains and Mayfield Road",House,Entire home/apt,8,3.5,5,6,395,NA
Super Central Apt  Next to Carlton Hill/Royal Mile,Abbeyhill,Apartment,Entire home/apt,2,1.5,1,1,55,70
"2 Bed in the Heart of Edinburgh, Huge Garden Area",New Town East and Gayfield,Apartment,Entire home/apt,4,1,2,2,100,89
Spacious Apartment within Easy Reach of City.,"Blackford, West Mains and Mayfield Road",Apartment,Entire home/apt,6,1,2,3,85,NA
Double Bedroom with extra mattress |up to 3 guests,Broughton South,Apartment,Private room,2,1,0,1,38,100
Beautiful Central Traditional 1 Bedroom Flat,Bonnington,Apartment,Entire home/apt,4,1,1,1,80,100
Simple4Two Wi-Fi parking  essentials,Great Junction Street,Apartment,Entire home/apt,2,1,1,2,69,100
Beautiful Victorian main door apartment,Broughton North and Powderhall,Apartment,Entire home/apt,6,2,3,3,206,100
FRINGE’19!Exclusive flat in sought area(breakfast),Bruntsfield,Apartment,Entire home/apt,3,1,1,2,125,NA
Peaceful  Cabin In The Dell -enjoy!,Colinton and Kingsknowe,Tiny house,Entire home/apt,2,1,1,2,125,100
Edinburgh Apartment Room No. 1,Pilrig,Apartment,Private room,3,1.5,1,2,25,80
Modern Marchmont Flat- Feel like a true local!,Marchmont West,Apartment,Entire home/apt,8,1,4,4,250,NA
∆∆∆ Bright Room in a homely flat ∆∆∆,Polwarth,Apartment,Private room,2,1,1,1,42,100
***Cosy Room in a homely flat***,Bruntsfield,Apartment,Private room,2,1,1,1,42,88
Executive top floor flat,Queensferry East,Apartment,Entire home/apt,4,2,2,2,100,98
Private cosy room in Edinburgh,Polwarth,Apartment,Private room,2,1,1,1,28,98
Bright quirky central flat - perfect for festival!,Gorgie West,Apartment,Entire home/apt,3,1,1,1,80,NA
Cosy room. Great views.,Broughton North and Powderhall,Apartment,Private room,1,1,1,1,45,100
Spacious private double bedroom near Holyrood Park,Abbeyhill,Apartment,Private room,2,2,1,1,65,100
Bright and airy friendly home,Colinton Mains and Firrhill,House,Private room,2,1,1,1,30,100
Classic Nineteenth-century Edinburgh Flat,Tollcross,Apartment,Entire home/apt,8,1,4,4,160,90
cozy bedroom,The Calders,Apartment,Private room,2,1,1,1,100,NA
City Centre en suite Room,Broughton South,Apartment,Private room,2,1,1,1,45,NA
Sunny room in central edinburgh,Newington and Dalkeith Road,Apartment,Private room,2,2,1,1,43,NA
"2 gardens, big kitchen and big living room",Baberton and Juniper Green,House,Private room,1,2,1,1,20,NA
"Lovely Period cottage, walking distance to beach",Joppa,Cottage,Entire home/apt,5,1,2,3,100,NA
Spacious single room to share with bathroom,Dalry and Fountainbridge,Apartment,Private room,2,1,1,1,24,100
Unique City Centre Apartment - Set in Dean Village,Deans Village,Apartment,Entire home/apt,4,1,1,2,85,100
Bright & Comfy bed room in Old town,Deans Village,House,Private room,2,1,1,1,60,100
"Lovely & Cosy  1 bedroom Apartmet, sleeps 4",Great Junction Street,Apartment,Entire home/apt,4,1,1,2,85,NA
Great apartment in Edin  New Town/Stockbridge,Stockbridge,Apartment,Entire home/apt,4,2,2,2,195,NA
Bed in 12-Bed Female Ensuite,"Old Town, Princes Street and Leith Street",Hostel,Shared room,1,1,1,1,1000,89
Georgian flat central Edinburgh ideal for Festival,New Town West,Apartment,Entire home/apt,5,1.5,2,4,200,NA
"Cosy, bright and spacious House near the river",Colinton and Kingsknowe,House,Entire home/apt,4,1,2,3,69,90
Arty garden flat in Victorian townhouse,Newington and Dalkeith Road,Apartment,Entire home/apt,3,1,1,2,90,100
Bed in 18-Bed Mixed Dorm,"Old Town, Princes Street and Leith Street",Hostel,Shared room,1,1,1,1,1000,90
Edinburgh City Centre hideaway,Deans Village,Apartment,Entire home/apt,4,1,1,0,75,97
Newly Refurbished 2Bed in Beautiful Canonmills!,Canonmills and New Town North,Apartment,Entire home/apt,4,1.5,2,2,80,97
Stunning Festival Let Sleeps 6,"Blackford, West Mains and Mayfield Road",Apartment,Entire home/apt,6,1,3,4,395,NA
Beautiful & spacious three bedroom home,Murrayfield and Ravelston,Apartment,Entire home/apt,6,1,3,4,130,80
Industrial Studio Apartment close to city centre,Meadows and Southside,Apartment,Entire home/apt,2,1,1,1,120,96
Victorian Central Apartment,Hillside and Calton Hill,Apartment,Private room,2,1,1,1,40,100
Spacious modern 2 bed Shore apartment with parking,The Shore and Constitution Street,Apartment,Entire home/apt,4,2,2,2,85,NA
Excellent Edinburgh base with free parking & lift.,Shandon,Apartment,Entire home/apt,4,2,2,2,75,100
Traditional city flat,Merchiston and Greenhill,Apartment,Entire home/apt,2,1,1,1,120,NA
Modern house near train & bus routes..,"Jewel, Brunstane and Newcraighall",House,Private room,2,1,1,1,150,NA
Double bedroom with private bathroom - city centre,Stockbridge,Apartment,Private room,2,1,1,1,65,NA
A lovely double room in quiet area,The Shore and Constitution Street,Apartment,Private room,2,1,1,1,31,NA
Fabulous Newly Refurbished 2 Bed Apartment,New Town East and Gayfield,Apartment,Entire home/apt,4,1.5,2,2,60,96
Bright top floor flat availabe *Fringe Festival*,Hillside and Calton Hill,Apartment,Entire home/apt,2,1,1,1,150,NA
★Stylish & Modern 2BR Apartment with Free Parking,Hillside and Calton Hill,Apartment,Entire home/apt,5,1,2,2,88,100
"Clean, tidy, quiet & affordable. 10 mins from town",Slateford and Chesser,Apartment,Entire home/apt,2,1,1,2,43,NA
Spacious & Modern 3bed Flat Close to City Center!,Dalry and Fountainbridge,Apartment,Entire home/apt,6,1,3,3,100,87
Luxury 2 Bedroom Quartermile Apartment!,Meadows and Southside,Apartment,Entire home/apt,4,2,2,2,199,100
City Centre Flat next to Haymarket Station,Gorgie East,Apartment,Entire home/apt,4,1,2,2,100,NA
The Dean Village Apartment,Comely Bank,Apartment,Entire home/apt,2,1,1,1,125,100
Stylish Cosy Bright Grassmarket Castle Festival,Tollcross,Apartment,Entire home/apt,3,1,1,2,200,100
Double Room Near the City Centre,Murrayfield and Ravelston,House,Private room,2,1,1,1,85,NA
Beulah house,"Old Town, Princes Street and Leith Street",House,Entire home/apt,4,1,0,2,88,NA
Jeannine house,"Old Town, Princes Street and Leith Street",House,Entire home/apt,4,1,0,2,77,NA
Festival rental: lovely one bed apartment in Leith,The Shore and Constitution Street,Apartment,Entire home/apt,2,1,1,1,130,NA
"Stylish, bright & quiet luxurious city centre home",Hillside and Calton Hill,House,Entire home/apt,2,2,1,1,99,100
Heart of Stockbridge in the Festival,Stockbridge,Apartment,Entire home/apt,4,1,2,3,120,NA
Peaceful Edinburgh Home! (Sleeps 2),"Inverleith, Goldenacre and Warriston",Apartment,Entire home/apt,2,1,1,1,45,92
Cosy double bedroom near Holyrood Park,Abbeyhill,Apartment,Private room,2,2,1,1,45,NA
"Modern, conveniently located flat",Newington and Dalkeith Road,Apartment,Private room,2,1,1,1,43,NA
Spacious Georgian style apartment 10mn from center,Gorgie East,Apartment,Entire home/apt,6,1,3,5,200,NA
Immaculate 2 Bedroom flat in the city centre,"Craigleith, Orchard Brae and Crewe Toll",Apartment,Entire home/apt,4,1,2,2,135,91
Double Room just off Royal Mile | Free Parking,"Canongate, Southside and Dumbiedykes",Apartment,Private room,2,1,1,1,40,100
Edinburgh Views,Hillside and Calton Hill,Apartment,Entire home/apt,4,1,1,2,175,NA
Sunny and comfortable flat  (Sleeps 6+2),West Pilton,Apartment,Entire home/apt,8,1,3,3,112,53
Quiet Holyrood Flat near Royal Mile,"Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,5,1,2,2,55,NA
Charming Double Bedroom with Private Bathroom,Bruntsfield,Bed and breakfast,Private room,2,1,1,1,80,NA
Lovely Quad Room with Private Bathroom,Bruntsfield,Bed and breakfast,Private room,4,1,1,3,80,NA
Spacious Triple Room With Private Bathroom,Merchiston and Greenhill,Bed and breakfast,Private room,3,1,1,2,120,NA
Cosy Double Bedroom with Front of House View,Bruntsfield,Bed and breakfast,Shared room,2,1,1,1,70,NA
Charming Double Bedroom with Private Bathroom,Merchiston and Greenhill,Bed and breakfast,Private room,2,1,1,1,80,NA
3 Bed Flat With Parking in Super Cool Leith!,Pilrig,Apartment,Entire home/apt,6,2,3,3,100,100
Twin Bedroom with Private Bathroom,Bruntsfield,Bed and breakfast,Private room,2,1,1,1,80,NA
Warm Triple Room With Fantastic Front House View,Bruntsfield,Bed and breakfast,Shared room,3,1,1,2,115,NA
Modern flat in central area,Meadows and Southside,Apartment,Entire home/apt,3,1,2,2,150,NA
Cosy Edinburgh Hideaway,Dalry and Fountainbridge,Apartment,Entire home/apt,6,1,2,2,84,100
Comfortable home with parking and outdoor space,Great Junction Street,House,Entire home/apt,4,2,2,2,180,NA
Entire apartment on the canal with free parking,Tollcross,Apartment,Entire home/apt,2,1,1,1,95,NA
Beautiful New Central 2Bed2Bath with Castle Views,Tollcross,Apartment,Entire home/apt,4,2,2,2,180,88
3 double rooms in a modern flat near Holyrood Park,Abbeyhill,Apartment,Private room,6,2,3,3,115,100
Spacious room in beautiful flat,Willowbrae and Duddingston Village,Apartment,Private room,4,1,1,2,60,100
Lovely home.Excellent routes in/out of the city.,Comiston and Swanston,House,Private room,2,1,1,1,49,100
Lovely 2 bedroom apartment in the heart of Leith,Great Junction Street,Apartment,Entire home/apt,4,1,2,2,100,NA
"Spacious, city 2 bed apartment at Fountain Court",Dalry and Fountainbridge,Serviced apartment,Entire home/apt,4,2,2,2,165,100
Double bedroom in a central flat,Broughton South,Apartment,Private room,2,1,1,1,67,NA
Quirky rooms in artistic flat,Bruntsfield,Apartment,Private room,4,1,2,2,50,NA
Fantastic 2 Bedroom Apartment - Sleeps 5,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,5,1,2,3,70,86
Sunny quiet spacious period flat near The Meadows,Tollcross,Apartment,Entire home/apt,4,1,2,2,92,NA
Large 4 Bedrooms Apartment in the Old Town,"Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,8,1,4,4,139,NA
"Stylish central 1 bed apartment, Fountain Court",Dalry and Fountainbridge,Apartment,Entire home/apt,2,1,1,1,85,100
Cozy Very Central Room by the Old Town A,Hillside and Calton Hill,Apartment,Private room,2,1,1,1,29,NA
Cozy Very Central Room by the Old Town B,Hillside and Calton Hill,Apartment,Private room,2,1,1,1,29,NA
Cozy Very Central Room by the Old Town C,New Town East and Gayfield,Apartment,Private room,2,1,1,1,29,NA
Cozy Very Central Room by the Old Town D,New Town East and Gayfield,Apartment,Private room,2,1,1,2,29,NA
"Near  airport, great buses, garden!",Clermiston and Drumbrae,Bungalow,Entire home/apt,2,1,1,1,70,100
Duplex 7 Bedrooms Apartment in the Old Town,"Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,13,2,7,7,169,NA
Gorgeous and cozy flat in the heart of Edinburgh,Tollcross,Apartment,Entire home/apt,6,1,3,3,120,95
Spacious Bedroom in Central Edinburgh,Meadows and Southside,Apartment,Private room,3,1,1,2,40,100
City Centre Spacious Modern  Flat Sleeps 4,Polwarth,Apartment,Entire home/apt,4,1,1,2,95,NA
Large 5 Bedroom Apartment On top of Leith Walk,Broughton South,House,Entire home/apt,10,2.5,5,8,161,NA
Private bedroom in City Centre,"Canongate, Southside and Dumbiedykes",Apartment,Private room,2,1,1,0,51,100
Central Edinburgh 2 Bedroom Flat,Hillside and Calton Hill,Apartment,Entire home/apt,4,1,2,2,175,100
Stylish & Contemporary Morrison Street Apartment,Dalry and Fountainbridge,Apartment,Entire home/apt,4,1,2,2,124,100
Edinburgh Kings Apartment,Portobello,House,Entire home/apt,12,2,5,8,185,80
A lovely double bedroom in modern new built house,Craigmillar,House,Private room,2,1,1,1,50,NA
Cozy and Sunny flat in Edinburgh city center,Meadows and Southside,Apartment,Entire home/apt,3,1,1,1,80,100
Leven plaza apartment hotel,Marchmont East and Sciennes,House,Entire home/apt,2,1,1,1,76,NA
Boutique Flat off Leith Walk with Free Parking,Hillside and Calton Hill,Apartment,Entire home/apt,2,1,1,1,100,100
Anderson hotel,Tollcross,House,Entire home/apt,2,1,1,1,77,NA
3 bedroom house with parking,Hyvots and Gilmerton,House,Entire home/apt,4,1,3,3,75,NA
Dbl room available for Marathon/May bank holiday,Gorgie East,Apartment,Private room,2,1,1,1,37,NA
"Bright top floor tenement flat, Leith",Great Junction Street,Apartment,Entire home/apt,6,1,2,3,85,100
York Place Apartments by Destination Edinburgh,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,2,1,1,1,560,NA
Beautiful Meadows flat with stunning Castle views,Marchmont West,Apartment,Entire home/apt,4,1,3,3,125,85
Apartment at Arthur’s Seat - walk into the city,Willowbrae and Duddingston Village,Apartment,Entire home/apt,2,1,1,1,140,NA
Ground floor Two Bedroom Apartment,Willowbrae and Duddingston Village,Apartment,Entire home/apt,6,1,2,2,79,NA
Stylish newly converted gatehouse FREE parking 1BR,Trinity East and The Dudleys,Guesthouse,Entire home/apt,3,2,1,2,1000,100
Tollcross Central Edinburgh Private Room No.1,Tollcross,Apartment,Private room,2,1,1,1,30,91
"Bright cosy flat near city centre, great bus links",Polwarth,Apartment,Entire home/apt,4,1,2,3,80,100
Beautiful room in a comfortable flat,Greenbank and The Braids,Apartment,Private room,2,1,1,1,40,100
Beautiful property in charming Marchmont,Morningside,Apartment,Private room,2,1,1,1,75,NA
EDIN OLD TOWN 15 min WALK  FLAT WITH PRKING INCL,Easter Road and Hawkhill Avenue,Apartment,Entire home/apt,4,1,2,2,85,84
"Roomy, colourful traditional Edinburgh apartment",Broughton South,Apartment,Entire home/apt,2,1,1,2,85,100
Fringe on budget in a spacious private room,Gorgie West,Apartment,Private room,2,1,1,1,50,NA
Spacious New Town Flat- Edinburgh City Centre,Broughton North and Powderhall,Apartment,Entire home/apt,6,2,2,3,125,NA
Freshly renovated & redecorated 2-3 bed villa flat,The Inch,Apartment,Entire home/apt,6,1,2,2,125,NA
